CUST_ID,OPEN_ACC_DUR,AGE,GENDER_CD,HASNT_HOME_ADDRESS_INF,HASNT_MOBILE_TEL_NUM_INF,LOCAL_CUR_SAV_SLOPE,LOCAL_CUR_MON_AVG_BAL,LOCAL_CUR_MON_AVG_BAL_PROP,LOCAL_CUR_ACCT_NUM,LOCAL_OVEONEYR_FF_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL_PROP,LOCAL_BELONEYR_FF_SLOPE,LOCAL_BELONEYR_FF_MON_AVG_BAL,LOCAL_OVEONEYR_FF_SLOPE,LOCAL_SAV_SLOPE,LOCAL_SAV_CUR_ALL_BAL,LOCAL_SAV_MON_AVG_BAL,SAV_SLOPE,SAV_CUR_ALL_BAL,SAV_MON_AVG_BAL,FR_SAV_CUR_ALL_BAL,ASSET_CUR_ALL_BAL,ASSET_MON_AVG_BAL,LOCAL_CUR_TRANS_TX_AMT,LOCAL_CUR_TRANS_TX_NUM,LOCAL_CUR_LASTSAV_TX_AMT,LOCAL_CUR_LASTSAV_TX_NUM,LOCAL_CUR_WITHDRAW_TX_AMT,LOCAL_CUR_WITHDRAW_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_AMT,LOCAL_FIX_WITHDRAW_TX_NUM,LOCAL_FIX_WITHDRAW_TX_AMT,LOCAL_FIX_CLOSE_ACC_TX_NUM,LOCAL_FIX_CLOSE_ACC_TX_AMT,L6M_INDFINA_ALL_TX_NUM,L6M_INDFINA_ALL_TX_AMT,POS_CONSUME_TX_AMT,POS_CONSUME_TX_NUM,ATM_ACCT_TX_NUM,ATM_ACCT_TX_AMT,ATM_NOT_ACCT_TX_NUM,ATM_ALL_TX_NUM,COUNTER_NOT_ACCT_TX_NUM,COUNTER_ACCT_TX_AMT,COUNTER_ACCT_TX_NUM,COUNTER_ALL_TX_NUM,NAT_DEBT_OPEN_ACC_DUR,FINA_OPEN_ACC_DUR,FUND_OPEN_ACC_DUR,TELEBANK_ALL_TX_NUM,CHURN_CUST_IND
4887,108,55,2,Y,N,0.707066131,429458.32,0.550970217,1,0,0,0,0,0,0,0.707066131,49212.27,429458.32,0.707066131,49212.27,429458.32,0,399212.27,779458.32,0,0,0,0,400000,3,0,0,0,0,0,0,2,861538.45,0,0,0,0,0,0,0,400000,3,3,10,3,-95877,0,0
4888,61,55,1,Y,N,-0.389761052,10976.49,0.053901123,3,94664.72,142664.72,0.700569006,0.636363822,48000,0,0.082092753,152191.33,153641.21,0.082092753,152191.33,153641.21,0,202191.33,203641.21,0,0,0,0,5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,1,2,0,0,0,0,0
4889,114,55,2,Y,N,0.111656576,16444.38,0.291337774,1,40000,40000,0.708662226,0,0,0,0.030144538,57075.99,56444.38,0.030144538,57075.99,56444.38,0,57075.99,56444.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,43,55,2,Y,Y,0,0,0,0,64306.93,64306.93,1,0,0,0.000236733,0.000236733,64306.93,64306.93,0.000236733,64306.93,64306.93,0,64306.93,64306.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,41,55,1,Y,Y,0.082398091,125559.38,1,2,0,0,0,0,0,0,0.082398091,123811.52,125559.38,0.082398091,123811.52,125559.38,0,123811.52,125559.38,0,0,0,0,14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14000,1,3,0,0,0,0,0
4892,140,55,2,Y,N,-0.070092849,13700.88,0.056442669,10,182983.88,182983.88,0.753827391,-1,0,-0.241102522,-0.250657783,166822.89,196684.76,-0.250657783,166822.89,196684.76,0,213752.46,242739.76,0,0,15597.39,5,12500,3,0,0,1,10198.98,2,102250,1,10000,0,0,0,0,0,0,1,130148,8,9,0,-95877,34,0,0
4893,162,55,2,Y,Y,0.446778704,19911.48,0.237721737,9,0,0,0,0,0,0,0.446778704,21645.36,19911.48,0.446778704,21645.36,19911.48,0,86696.41,83759.61,0,0,0,0,166.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
4894,57,55,2,N,N,-0.033912247,6823.7,0.06975508,1,91000,91000,0.93024492,0,0,0.140668492,0.126468934,96989.33,97823.7,0.126468934,96989.33,97823.7,0,96989.33,97823.7,0,0,0,0,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3000,1,1,0,0,0,0,0
4895,107,55,1,Y,N,-0.095759506,181.68,0.000909343,1,199610.85,199610.85,0.999090657,0,0,0.001684304,0.001586155,200016.41,199792.53,0.001586155,200016.41,199792.53,0,200016.41,199792.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896,93,54,2,Y,Y,-0.050153183,73345.3,0.118092198,10,312351,414301.06,0.667060096,-0.172981303,101950.06,0,-0.049131701,570439.85,487646.36,-0.049131701,570439.85,487646.36,0,706999.28,621085.06,0,0,110220,1,257.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
4897,147,54,1,Y,N,-0.083134043,6069.02,0.048015899,4,120327.03,120327.03,0.951984101,0,0,-0.050345855,-0.051973715,122432.36,126396.05,-0.051973715,122432.36,126396.05,0,122432.36,126396.05,0,0,2200,1,2800,3,0,0,0,0,0,0,0,0,4214,5,2,600,5,7,0,4400,2,2,0,0,0,0,0
4898,74,54,1,Y,N,0,0,0,0,65149.83,65149.83,1,0,0,0,0,65149.83,65149.83,0,65149.83,65149.83,0,65149.83,65149.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,65,54,2,Y,Y,0.00020773,1733.38,0.033506026,1,50000,50000,0.966493974,0,0,0,6.96E-06,51734.39,51733.38,6.96E-06,51734.39,51733.38,0,51734.39,51733.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,105,54,2,N,N,0.326583705,41660.3,0.342431344,4,80000,80000,0.657568656,0,0,0,0.092062059,117179.6,121660.3,0.092062059,117179.6,121660.3,0,117179.6,121660.3,0,0,0,0,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,1,1,0,0,0,0,0
4901,110,54,2,Y,N,0.178779502,34005.49,0.15599537,2,123463.33,123463.33,0.566370544,0,0,0,0.03386116,157747.35,157468.82,0.03386116,157747.35,157468.82,0,218358.45,217990.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,128,54,1,Y,Y,0.159486589,28364.59,0.288361798,1,70000,70000,0.711638202,0,0,0,0.041302177,99793.74,98364.59,0.041302177,99793.74,98364.59,0,99793.74,98364.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,101,54,1,Y,Y,-0.942219985,204.35,0.003394273,2,60000,60000,0.996605727,0,0,0,-0.052447491,60207.11,60204.35,-0.052447491,60207.11,60204.35,0,60207.11,60204.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4904,54,54,2,N,N,-0.293948965,13926.08,0.162485977,1,71780.27,71780.27,0.837514023,0,0,0.096022209,0.005759866,82804.35,85706.35,0.005759866,82804.35,85706.35,0,82804.35,85706.35,0,0,0,0,26800,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,46800,2,3,0,0,0,0,0
4905,81,54,2,N,N,0.30766769,9398.09,0.135063465,2,40000,60184.68,0.864936535,0.002270724,20184.68,0,0.033522186,70589.17,69582.77,0.033522186,70589.17,69582.77,0,70589.17,69582.77,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,1,3,0,0,0,0,0
4906,213,54,2,Y,N,-0.034936798,54.97,0.000274774,1,0,200000,0.999725226,0,200000,0,-9.95E-06,200054.87,200054.97,-9.95E-06,200054.87,200054.97,0,200054.87,200054.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,53,54,2,N,N,-0.165881245,5803.84,0.089373073,1,58813.05,59135.63,0.910626927,1.903249032,322.58,0.146936361,0.112976809,78050.56,64939.47,0.112976809,78050.56,64939.47,0,78050.56,64939.47,0,0,0,0,11175.5,1,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,2,41176,3,5,0,0,0,0,0
4908,57,54,2,N,N,0.268466442,439.79,0.004249778,2,0,103045.61,0.995750222,0.000610879,103045.61,0,0.001509638,103223.44,103485.4,0.001509638,103223.44,103485.4,0,103223.44,103485.4,0,0,0,0,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1800,1,2,0,0,0,0,0
4909,52,54,2,Y,N,-0.344120641,2210.32,0.02879614,2,64171.61,64171.61,0.836030377,0,0,0,-0.017170006,66670.81,66381.93,-0.017170006,66670.81,66381.93,0,77077.63,76757.51,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70000,2,3,0,0,0,0,0
4910,50,54,2,N,N,-0.205021495,2084.06,0.028911524,1,70000,70000,0.971088476,0,0,0,-0.007400973,70018.28,72084.06,-0.007400973,70018.28,72084.06,0,70018.28,72084.06,0,0,0,0,4200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,1,2,0,0,0,0,0
4911,85,54,1,N,N,0,0,0,0,100000,100000,1,0,0,0,0,100000,100000,0,100000,100000,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,64,54,1,Y,N,0,0,0,0,116333.54,116333.54,1,0,0,0.000456827,0.000456827,116333.54,116333.54,0.000456827,116333.54,116333.54,0,116333.54,116333.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4913,65,54,2,N,N,0,0,0,0,192729.7,192729.7,1,0,0,0,0,192729.7,192729.7,0,192729.7,192729.7,0,192729.7,192729.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914,116,54,2,Y,N,0.023370431,12782.48,0.199589095,2,51261.5,51261.5,0.800410905,0,0,0.000195116,0.004736432,64186.99,64043.98,0.004736432,64186.99,64043.98,0,64186.99,64043.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,48,54,2,N,N,-0.053550641,54433.53,1,2,0,0,0,0,0,0,-0.053550641,50272.26,54433.53,-0.053550641,50272.26,54433.53,0,50272.26,54433.53,0,0,0,0,9700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9700,1,2,0,0,0,0,0
4916,108,54,2,Y,N,0.032857263,54399.27,1,2,0,0,0,0,0,0,0.032857263,55007.57,54399.27,0.032857263,55007.57,54399.27,0,55007.57,54399.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4917,105,54,2,Y,N,0.037814089,38204.5,0.631408162,3,0,0,0,0,0,0,0.037814089,38723.16,38204.5,0.037814089,38723.16,38204.5,0,61641.62,60506.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4918,101,53,1,Y,N,0.000209666,15408.7,0.059612443,1,212243.86,243072.57,0.940387557,0,30828.71,0.009048323,0.007430425,258961.98,258481.27,0.007430425,258961.98,258481.27,0,258961.98,258481.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,168,53,1,Y,N,-0.045634576,8134.82,0.139930252,4,50000,50000,0.860069748,0,0,0,-0.006646527,60358.52,58134.82,-0.006646527,60358.52,58134.82,0,60358.52,58134.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4920,57,53,2,Y,N,0.048404588,189203.28,0.486129716,2,200000,200000,0.513870284,0,0,0,0.022959814,392298.2,389203.28,0.022959814,392298.2,389203.28,0,392298.2,389203.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
4921,42,53,2,Y,N,-0.558674072,4335.48,0.047651759,2,86647.1,86647.1,0.952348241,0,0,0.094760263,0.022610999,91761.46,90982.58,0.022610999,91761.46,90982.58,0,91761.46,90982.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,71,53,2,Y,Y,-0.05700073,8331.54,0.121015769,1,0,60515.19,0.878984231,0.022728102,60515.19,0,0.01236988,68852.11,68846.73,0.01236988,68852.11,68846.73,0,68852.11,68846.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4923,162,53,2,Y,Y,0.256852379,10113.69,0.012395895,7,400036.9,666030.26,0.816323367,-0.044664796,265993.36,0.141743092,0.061700446,687176.58,676143.95,0.061700446,687176.58,676143.95,0,830128.95,815890.23,0,0,0,0,14422.16,4,3,120000,0,0,1,73509.37,0,0,0,0,0,0,0,0,4,207509,6,10,0,0,0,0,0
4924,102,53,2,Y,N,0.082442237,3300.02,0.030877568,3,103574.33,103574.33,0.969122432,0,0,0.000588039,0.00292984,107758.73,106874.35,0.00292984,107758.73,106874.35,0,107758.73,106874.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4925,64,53,2,Y,Y,0,0,0,0,108000,108000,1,0,0,0,0,108000,108000,0,108000,108000,0,108000,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4926,62,53,2,N,N,0.049231564,82855.97,1,3,0,0,0,0,0,0,0.049231564,82725.68,82855.97,0.049231564,82725.68,82855.97,0,82725.68,82855.97,0,0,0,0,1900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1900,1,2,0,0,0,0,0
4927,96,53,1,Y,N,0.418666309,8877.12,0.108454008,1,72974.35,72974.35,0.891545992,0,0,0,0.033064409,83259.99,81851.47,0.033064409,83259.99,81851.47,0,83259.99,81851.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4928,99,53,2,Y,Y,-0.992748217,1531.21,0.005457017,5,279063.48,279063.48,0.994542983,0,0,-0.668020624,-0.733212702,281345.33,280594.69,-0.733212702,281345.33,280594.69,0,281345.33,280594.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4929,62,53,2,Y,Y,0.356891842,4440.32,0.06262866,4,54292.18,66458.85,0.93737134,-0.04297111,12166.67,-0.019827609,-0.006678032,35105.65,70899.17,-0.006678032,35105.65,70899.17,0,35105.65,70899.17,0,0,0,0,2000,1,0,0,2,39023.08,0,0,0,0,0,0,0,0,0,0,1,41024,3,4,0,0,0,0,0
4930,126,53,2,Y,Y,0.00020583,777.5,0.004767829,1,0,0,0,0,0,0,0.00020583,777.95,777.5,0.00020583,777.95,777.5,0,166978.6,163072.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931,152,52,1,N,N,0.236624431,4885.73,0.057556553,2,80000,80000,0.942443447,0,0,0,0.011135919,80388.68,84885.73,0.011135919,80388.68,84885.73,0,80388.68,84885.73,0,0,0,0,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,1,2,0,0,0,0,0
4932,67,52,2,Y,Y,0.034194461,1966.8,0.012057082,2,0,0,0,0,0,0,0.034194461,466.14,1966.8,0.034194461,466.14,1966.8,0,163570.7,163124.05,0,0,0,0,5100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5100,1,2,0,0,0,0,0
4933,107,52,1,Y,N,-0.188096656,449.9,0.00687396,3,65000,65000,0.99312604,0,0,0,-0.001589984,65417.37,65449.9,-0.001589984,65417.37,65449.9,0,65417.37,65449.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4934,67,52,2,Y,N,-0.11064587,1259.53,0.014900611,2,83269.22,83269.22,0.985099389,0,0,0,-0.001850377,84702.9,84528.75,-0.001850377,84702.9,84528.75,0,84702.9,84528.75,0,0,0,0,2700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,1,2,0,0,0,0,0
4935,52,52,2,N,N,0.034002251,60569.97,1,3,0,0,0,0,0,0,0.034002251,61362.09,60569.97,0.034002251,61362.09,60569.97,0,61362.09,60569.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,103,52,2,Y,Y,0.059549697,30623.9,0.12007159,5,0,0,0,0,0,0,0.059549697,32091.23,30623.9,0.059549697,32091.23,30623.9,0,203433.43,255047.01,0,0,66588,1,67008.48,2,0,0,0,0,0,0,1,60000,0,0,0,0,2,2,1,67008,2,3,59,21,35,0,0
4937,96,52,2,Y,N,0.287966237,564.58,0.007007794,2,80000,80000,0.992992206,0,0,0,0.001569276,80242.42,80564.58,0.001569276,80242.42,80564.58,0,80242.42,80564.58,0,0,0,0,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1,1,0,0,0,0,0
4938,119,52,1,Y,Y,0.000208862,8236.83,0.131540027,5,0,0,0,0,0,0,0.000208862,8241.62,8236.83,0.000208862,8241.62,8236.83,0,63904.79,62618.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4939,68,52,2,Y,Y,-0.428629392,23545,0.249422552,2,50000,70853.04,0.750577448,0.002475296,20853.04,-0.188398909,-0.236361283,95138.81,94398.04,-0.236361283,95138.81,94398.04,0,95138.81,94398.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4940,67,52,2,Y,N,0.037687584,1306.21,0.00566407,1,229307.13,229307.13,0.99433593,0,0,-0.016669654,-0.016377812,231110.6,230613.34,-0.016377812,231110.6,230613.34,0,231110.6,230613.34,0,0,0,0,2060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2060,1,2,0,0,0,0,0
4941,109,52,2,Y,N,0.033579566,52401.13,1,2,0,0,0,0,0,0,0.033579566,53068.92,52401.13,0.033579566,53068.92,52401.13,0,53068.92,52401.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4942,88,52,2,Y,N,-0.652157173,1111.25,0.011061601,1,99348.89,99348.89,0.988938399,0,0,0.210521923,0.178199562,101153.75,100460.14,0.178199562,101153.75,100460.14,0,101153.75,100460.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,165,52,1,Y,Y,0.108725493,23633.77,0.033588169,6,200000,280000,0.397934283,0,80000,0,0.007691622,302759.69,303633.77,0.007691622,302759.69,303633.77,0,702759.69,703633.77,0,0,0,0,4840,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4840,3,3,0,0,0,0,0
4944,111,52,2,Y,N,-0.221789948,942.14,0.006037074,17,0,0,0,0,0,0,-0.221789948,316.47,942.14,-0.221789948,316.47,942.14,0,159387.9,156059.04,0,0,200,1,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2800,2,4,0,0,0,0,0
4945,178,52,2,Y,Y,-0.485364179,11137.1,0.016845371,6,250000,650000,0.983154629,0.290322581,400000,-0.177248187,0.040343127,665157.88,661137.1,0.040343127,665157.88,661137.1,0,665157.88,661137.1,0,0,3130,1,3175.8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6260,2,2,0,0,0,0,0
4946,109,52,2,Y,Y,0.000492854,20.3,0.000247121,1,82125.64,82125.64,0.999752879,0,0,0,1.22E-07,82145.95,82145.94,1.22E-07,82145.95,82145.94,0,82145.95,82145.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947,174,52,1,Y,N,0.120953108,411487.56,1,13,0,0,0,0,0,0,0.120953108,411882.34,411487.56,0.120953108,411882.34,411487.56,0,411882.34,411487.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
4948,241,52,2,Y,Y,-0.020007527,21092.28,0.127823781,6,62225,62225,0.377096964,0,0,-0.000508701,-0.005517932,80577.84,83317.28,-0.005517932,80577.84,83317.28,0,164128.49,165010.61,0,0,0,0,6000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,2,2,0,0,0,0,0
4949,151,51,1,Y,N,0.069945828,7440.2,0.110322923,2,60000,60000,0.889677077,0,0,0,0.00726456,66930.45,67440.2,0.00726456,66930.45,67440.2,0,66930.45,67440.2,0,0,0,0,3141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3141,2,3,0,0,0,0,0
4950,55,51,2,Y,N,0.052807792,51007.59,0.814551116,3,11612.9,11612.9,0.185448884,-1,0,1.903225,-0.17365642,93010.64,62620.49,-0.17365642,93010.64,62620.49,0,93010.64,62620.49,0,0,75120,2,75000,2,1,60000,0,0,0,0,0,0,0,0,0,0,0,0,3,150000,4,7,0,0,0,0,0
4951,90,51,2,Y,N,0.216454499,206342.25,1,1,0,0,0,0,0,0,0.216454499,210301.19,206342.25,0.216454499,210301.19,206342.25,0,210301.19,206342.25,0,0,60000,1,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,2,2,0,0,0,0,0
4952,47,51,2,N,N,-0.541210823,1420.37,0.012747849,2,60000,110000,0.987252151,0.046511579,50000,0,0.004930656,112002.08,111420.37,0.004930656,112002.08,111420.37,0,112002.08,111420.37,0,0,0,0,5800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,1,1,0,0,0,0,0
4953,108,51,2,N,N,0.041474651,46555.25,0.803813982,4,0,11362.69,0.196186018,0.004386077,11362.69,0,0.03398397,58675.88,57917.94,0.03398397,58675.88,57917.94,0,58675.88,57917.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,175,51,1,Y,N,0.140388076,111901.88,1,5,0,0,0,0,0,0,0.140388076,114165.08,111901.88,0.140388076,114165.08,111901.88,0,114165.08,111901.88,0,0,0,0,127.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,119,51,1,Y,Y,0.170958294,9702.9,0.040478859,4,230000,230000,0.959521141,0,0,0,0.005944992,241253.51,239702.9,0.005944992,241253.51,239702.9,0,241253.51,239702.9,0,0,0,0,3655.33,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3600,2,4,0,0,0,0,0
4956,114,51,2,Y,N,-0.465880097,657.32,0.005887513,1,110989.15,110989.15,0.994112487,0,0,0.042101055,0.036298416,121412.34,111646.47,0.036298416,121412.34,111646.47,0,121412.34,111646.47,0,0,0,0,2500,1,1,17000,0,0,0,0,0,0,0,0,0,0,0,0,1,19500,2,3,0,0,0,0,0
4957,115,51,2,Y,Y,-0.014154456,1324.03,0.005952126,2,221122.55,221122.55,0.994047874,0,0,0,-8.55E-05,222438.65,222446.58,-8.55E-05,222438.65,222446.58,0,222438.65,222446.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,107,51,2,Y,Y,0.26868957,103602.7,0.236838479,3,333837.62,333837.62,0.763161521,0,0,0,0.052807636,437481.52,437440.32,0.052807636,437481.52,437440.32,0,437481.52,437440.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,66,51,2,Y,Y,0.020096114,90279.72,1,4,0,0,0,0,0,0,0.020096114,91005.26,90279.72,0.020096114,91005.26,90279.72,0,91005.26,90279.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,151,51,1,Y,Y,0.044288237,213404.28,0.632185107,6,0,0,0,0,0,0,0.044288237,217439.92,213404.28,0.044288237,217439.92,213404.28,0,344504.82,337566.13,0,0,0,0,1531.97,3,0,0,0,0,0,0,0,0,0,0,1,500,0,1,0,1000,1,1,0,0,0,0,0
4961,114,51,2,Y,Y,-0.351599392,315.81,0.000997222,7,316373.81,316373.81,0.999002778,0,0,0.028284487,0.027684062,321006.33,316689.62,0.027684062,321006.33,316689.62,0,321006.33,316689.62,0,0,0,0,1976.6,1,3,10500,1,959.61,0,0,0,0,0,0,0,0,0,0,1,13437,5,6,0,0,0,0,0
4962,52,51,2,Y,N,0,0,0,0,177490.48,177490.48,1,0,0,0,0,177490.48,177490.48,0,177490.48,177490.48,0,177490.48,177490.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,72,51,2,N,N,0.154289144,6864.95,0.110966711,1,55000,55000,0.889033289,0,0,0,0.015055784,64112.61,61864.95,0.015055784,64112.61,61864.95,0,64112.61,61864.95,0,0,4900,1,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6900,4,5,0,0,0,0,0
4964,113,51,2,Y,Y,0.019368063,26243.59,0.18693419,2,0,0,0,0,0,0,0.019368063,26258.16,26243.59,0.019368063,26258.16,26243.59,0,144422.96,140389.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,174,51,2,Y,Y,0.038961798,51566.5,0.170995452,7,150000,150000,0.497402729,0,0,0,0.009686689,202457,201566.5,0.009686689,202457,201566.5,0,302457,301566.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,64,50,2,Y,Y,-0.971493688,32.27,0.000160509,1,201016.13,201016.13,0.999839491,0,0,0.003324832,-0.002152202,202282.93,201048.4,-0.002152202,202282.93,201048.4,0,202282.93,201048.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,64,50,2,Y,N,0,0,0,0,74343.43,74343.43,1,0,0,0,0,74343.43,74343.43,0,74343.43,74343.43,0,74343.43,74343.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,144,50,1,Y,Y,-0.243054869,14780.86,0.058547286,9,237679.35,237679.35,0.941452714,0,0,-0.187946764,-0.191393398,163279.13,252460.21,-0.191393398,163279.13,252460.21,0,163279.13,252460.21,0,0,100000,2,9500,2,0,0,0,0,1,194275,0,0,0,0,0,0,0,0,4,253775,4,8,0,0,0,0,0
4969,67,50,2,Y,N,0.375116574,29033.07,0.060001577,2,300000,454838.71,0.939998423,0.290322583,154838.71,0.47540986,0.404780655,400005,483871.78,0.404780655,400005,483871.78,0,400005,483871.78,0,0,0,0,99995,3,0,0,0,0,1,200000,0,0,0,0,0,0,0,0,1,499995,6,7,0,0,0,0,0
